100	0.012390
200	0.020388
300	0.014588
400	0.016992
500	0.022455
600	0.028762
700	0.037462
800	0.039543
900	0.037868
1000	0.047750
1100	0.062410
1200	0.051563
1300	0.060790
1400	0.066231
1500	0.084734
1600	0.073887
1700	0.086379
1800	0.084745
1900	0.107197
2000	0.102440
2100	0.119308
2200	0.113035
2300	0.138283
2400	0.141082
2500	0.114357
2600	0.160216
2700	0.140537
2800	0.132895
2900	0.139029
3000	0.134705
3100	0.143153
3200	0.147642
3300	0.174764
3400	0.178887
3500	0.168805
3600	0.176787
3700	0.187058
3800	0.174475
3900	0.184650
4000	0.196076
4100	0.195896
4200	0.204302
4300	0.204944
4400	0.242146
4500	0.223352
4600	0.221315
4700	0.218216
4800	0.267875
4900	0.246624
5000	0.233862
5100	0.234195
5200	0.229015
5300	0.235413
5400	0.253500
5500	0.256092
5600	0.272427
5700	0.253954
5800	0.268087
5900	0.265054
6000	0.270963
6100	0.275933
6200	0.295582
6300	0.292437
6400	0.283649
6500	0.321834
6600	0.370095
6700	0.371960
6800	0.355964
6900	0.366673
7000	0.383910
7100	0.387305
7200	0.420107
7300	0.343998
7400	0.346627
7500	0.344588
7600	0.383655
7700	0.363012
7800	0.379880
7900	0.394207
8000	0.465330
8100	0.496384
8200	0.521134
8300	0.453112
8400	0.415920
8500	0.427672
8600	0.504765
8700	0.477890
8800	0.487157
8900	0.503995
9000	0.457875
9100	0.585000
9200	0.482064
9300	0.481736
9400	0.520406
9500	0.521594
9600	0.566711
9700	0.596393
9800	0.554605
9900	0.499549
10000	0.497066
10100	0.487414
10200	0.490083
10300	0.554631
10400	0.576750
10500	0.622182
10600	0.519810
10700	0.544395
10800	0.516257
10900	0.583765
11000	0.559572
11100	0.533438
11200	0.519135
11300	0.538331
11400	0.564079
11500	0.551727
11600	0.570225
11700	0.563925
11800	0.559453
11900	0.635903
12000	0.630850
12100	0.627111
12200	0.636420
12300	0.616525
12400	0.634851
12500	0.679042
12600	0.678315
12700	0.797778
12800	0.679331
12900	0.678423
13000	0.643817
13100	0.699066
13200	0.612320
13300	0.649768
13400	0.906914
13500	0.728937
13600	0.699145
13700	0.665765
13800	0.790641
13900	0.756736
14000	0.793764
14100	0.755429
14200	0.748163
14300	0.718047
14400	0.695790
14500	0.696361
14600	0.660649
14700	0.691832
14800	0.720005
14900	0.719974
15000	0.738983
15100	0.717003
15200	0.689122
15300	0.763240
15400	0.774328
15500	0.768695
15600	0.793311
15700	0.749970
15800	0.882837
15900	0.852833
16000	0.937800
16100	0.859740
16200	0.875947
16300	0.775202
16400	0.816779
16500	0.790927
16600	0.794404
16700	0.811899
16800	0.798453
16900	0.782578
17000	0.851187
17100	0.869023
17200	0.910749
17300	0.888428
17400	0.975211
17500	0.884798
17600	0.819345
17700	0.830448
17800	0.892581
17900	0.900621
18000	0.935364
18100	0.995744
18200	0.995522
18300	0.907065
18400	0.864619
18500	0.893669
18600	0.902907
18700	0.903135
18800	0.976454
18900	0.979633
19000	0.971489
19100	0.916779
19200	0.904408
19300	0.896897
19400	0.947586
19500	0.917643
19600	0.969870
19700	0.911990
19800	0.958202
19900	0.925515
20000	0.948636
20100	0.981064
20200	0.966201
20300	0.959147
20400	1.005624
20500	1.038575
20600	0.985102
20700	0.966504
20800	1.001437
20900	1.021178
21000	0.999649
21100	1.032117
21200	0.997891
21300	0.971253
21400	0.990969
21500	1.039557
21600	1.130976
21700	1.035233
21800	1.091708
21900	1.076460
22000	1.053511
22100	1.044571
22200	1.036924
22300	1.046948
22400	1.042416
22500	1.068453
22600	1.077888
22700	1.063569
22800	1.150414
22900	1.166893
23000	1.094822
23100	1.136309
23200	1.189750
23300	1.084203
23400	1.109679
23500	1.136242
23600	1.072657
23700	1.099544
23800	1.164850
23900	1.153794
24000	1.191254
24100	1.126051
24200	1.203838
24300	1.179213
24400	1.205936
24500	1.289928
24600	1.262000
24700	1.249480
24800	1.203504
24900	1.207025
25000	1.193328
25100	1.206692
25200	1.203171
25300	1.332022
25400	1.248496
25500	1.233013
25600	1.230016
25700	1.351948
25800	1.411023
25900	1.325340
26000	1.260633
26100	1.376994
26200	1.296114
26300	1.320902
26400	1.236615
26500	1.259581
26600	1.396813
26700	1.529986
26800	1.350380
26900	1.555777
27000	1.501866
27100	1.597738
27200	1.523763
27300	1.563609
27400	1.409401
27500	1.296803
27600	1.377632
27700	1.522439
27800	1.386866
27900	1.437984
28000	1.319379
2810
